Дата первой транзакции;Номер когорты;Порядковый месяц транзакции;Дата транзакции;id Клиента;№ операции;Сумма;Тариф;Год;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37;Unnamed: 38;Unnamed: 39;Unnamed: 40;Продукт 1;Продукт 2;Продукт 3;Продукт 4;Продукт 5;Продукт 6;Продукт 7;Продукт 8;Продукт 9;Продукт 10;Продукт 11;Продукт 12;Продукт 13;Продукт 14;Продукт 15;Продукт 16;Продукт 17
;;;01.07.2020;471;d39rfaa5e6fyh4s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;01.07.2020;623;s39hdry9y12sae8a;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;15;t1212erdb4d5ary8r;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;320;d106safs11s4hse4s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;329;b1112hbsr1t10edr1h;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;547;a710srsf2d12fyr6r;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;728;s71ysya7s3fea2h;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;63;y411dyaa1t11yta9r;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;167;r31arff12e8ytb4s;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;394;f78yred10a9yys9f;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;639;d104ayad7b5rfr2t;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;969;b22syyh11t9yse11s;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;50;a53atyt3b3ybb4a;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;572;a65asaf1s7ash9b;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;615;s89ysyd11b6fyb11r;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;759;s53sarb3a3aba7d;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;107;a88ashe11s7yse10a;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;238;f117rdra6s7yrb11h;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;293;r78ftas1f9rss3y;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;418;a108fdrd9h12ehe2t;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;45;b712abrs4b4tfh11s;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;526;e57fshy2a11eef12s;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;663;f83sshd12f7edf11d;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;817;a101assy7a12fad11r;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;939;s19hbsh12t10hfa6a;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;662;s711sshy12b6shh4e;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;02.07.2020;836;s311aabe1y7ast1s;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;208;e36aass1r5sbe8r;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;346;e36aass1r5sbe8r;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;358;f118detf6b10dbs8s;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;845;a22hsey12d9ads8f;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;971;d112hstr4e7bde5r;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;331;t73fhae11f9ssa2a;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;892;r36eyrs6t12bss11a;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;570;a1011fsaa7t9saf5d;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;694;d98fdey9a11are5r;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;698;s52seds4f2tya1y;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;722;b95frta11r11rte9t;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;955;h76fesb11a3stb8t;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;181;f511rrsa1h7ddd8r;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;369;s312aees10s10bht2b;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;483;s116ssby12t4bre12s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;632;e99asrb5e12rar10e;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;684;b61hefb11r12bab3b;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;715;s711sshy12b6shh4e;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;744;r78ftas1f9rss3y;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;135;y14ratr1y7hed5y;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;311;f69aaby4a2bhs12s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;423;t13srrt4d5tas12h;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;692;b910aass2a3dty7e;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;756;e22tess11a4sdh12b;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;179;f55rsas12s1tdr12r;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;384;e117hdff5d6das8a;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;706;s81syfa2r4ftd12t;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;847;e14staa10d9abr7d;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;380;f55rsas12s1tdr12r;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;03.07.2020;924;e1111hbet8t7rya9f;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;39;y113rhtd11a10tba10y;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;368;h66thsf1e3tae6a;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;590;s19hsst11d5sfr12a;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;595;d71raba7r12ssh12y;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;649;b911sats10y8dse10a;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;785;r96tbya8d2tss7h;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;906;t117yass6a6ysa3e;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;142;h27edft2e12tay7b;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;152;a37tsby2s10haa9r;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;437;s125hfas1t8fsf12d;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;448;a53seye11a3ahd10e;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;457;r55saha4r10ert5d;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;541;s15drbd6r2bda9r;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;935;a210httr12d6sad4e;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;79;t27sdyr12d10srs2a;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;495;f41ttye1s6bya9y;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;499;s128fftb4y4rss4a;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;838;s512hady1s3hsa11b;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;956;a98syhs4s12yfb11h;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;172;t29sdyt1s3syh2f;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;195;h115tasf11b8aad3d;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;382;h611esed7h2eys7t;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;456;e103bsre2r8faa2d;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;545;f35sesr8t11sde11h;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;589;t1011ssey10a7ssd11e;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;671;a102brfy8e5yhe10e;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;677;h14tdsr9b1aty5s;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;834;f116shah8a6ydr3h;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;304;f123erfe8b6ata4r;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;04.07.2020;537;e97sfbb10d10asf8f;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;539;s108dtar1y9sey8t;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;670;s15hahy12a5tds1s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;808;a108sheb4t8aes2b;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;973;r33dsab9r10rsd3r;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;197;h910dbat5e7dfd5t;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;262;s26ayss7d9ayf1f;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;584;h911tydf2e3res12s;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;717;r78bese2s9rrf9h;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;901;h35yafy9s7eat6f;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;210;a106affd1d6ash5t;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;351;s57asaa2f5teh2d;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;486;e128rera7s4hhh6f;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;96;a11tyst4a12dfe4t;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;312;d84styy12r4aye1s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;323;s75stbb4s8rah5d;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;379;f103adaa8f11rdf1b;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;405;h712sbsa5s7tbs4a;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;411;s124sher4f9hrd7b;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;476;y51sdrf11a4teb5a;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;652;a310dyar2r10dff2s;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;776;s124ytdh4d4bhh4a;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;449;r210staf8a4ysf2h;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;902;a712aeea5s7fhh12a;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;281;r58abds3y3sad5r;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;288;s16deya11r1dat4e;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;05.07.2020;360;a11ytsf3s4bry11e;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;18;s12dbye11h8hsa1d;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;516;f43sbha12t3fdy4t;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;634;s15hahy12a5tds1s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;678;y84raea12r12ahh5e;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;819;e106asst8h1ssy2a;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;920;f55rsas12s1tdr12r;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;332;f69aaby4a2bhs12s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;564;f78yred10a9yys9f;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;108;y211seft11s3aad1s;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;130;h311ffey6s12rss3f;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;173;t49atay5s1tes1s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;666;r96tbya8d2tss7h;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;787;h19yytd4t12tds12a;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;831;f121adra6f9eas12f;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;950;s117tads1e8tsr9h;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;257;e19hafa9e10era7a;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;708;e712sssa1r3arb1b;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;724;d19rsaa4t5hts1f;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;970;a511tffr4y3brr3f;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;122;f117rdra6s7yrb11h;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;273;a66reaf12r12ets8e;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;946;e68aaae2s4haf10e;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;345;a410sheb2t4ysa10s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;863;b1011saby8e2rha4t;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;51;a103eree10r9fss10h;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;824;h611sbar6a8aah5y;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;06.07.2020;883;f810dtbf12e6rby3d;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;459;h1112dfha7t11ass9d;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;585;r1110hyss1s11tbh11s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;869;s44ysta4f7aba4h;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;966;r25drth11h9fyt2a;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;335;f1211rear11s3hab5d;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;544;s104arfd11e8tea2b;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;953;e88ryds6d5dar9s;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;985;y104dbta11s7bse2e;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;74;r75tthy3t3brt3h;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;682;h125yaft6a9byd8s;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;202;h66thsf1e3tae6a;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;330;b410ystd1s7ryb4d;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;189;r91saha6r5ser7r;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;766;f910rbfa12s8bhs9h;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;280;d17rhfy3s8sta3s;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;527;r16yfda1f11yyf7r;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;556;s77tdte1d3ssf2a;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;947;d59rtss10r9rat5d;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;07.07.2020;642;s12dbye11h8hsa1d;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;08.07.2020;58;h1111bfea2f1eea1a;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;08.07.2020;245;b95frta11r11rte9t;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;08.07.2020;247;t47heaf7b4tsy3a;199;standard;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;08.07.2020;603;t109ehds10f11sfy8r;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;08.07.2020;751;s111herf10t3ssa9f;499;premium;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;08.07.2020;95;h71syad1s5sft3e;399;family;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
